"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"4377","Male","40-59","Other",">=College grad","SBP>=140","Obese","No smoke",0
"4378","Female","40-59","Other",">=College grad","SBP>=140","Obese","No smoke",0
"4379","Male","59+","Other",">=College grad","SBP>=140","Obese","No smoke",0
"4380","Female","59+","Other",">=College grad","SBP>=140","Obese","No smoke",0
"4381","Male","40-59","NH White",NA,"SBP>=140","Obese","No smoke",0
"4382","Female","40-59","NH White",NA,"SBP>=140","Obese","No smoke",0
"4383","Male","59+","NH White",NA,"SBP>=140","Obese","No smoke",0
"4384","Female","59+","NH White",NA,"SBP>=140","Obese","No smoke",0
"4385","Male","40-59","NH Black",NA,"SBP>=140","Obese","No smoke",0
"4386","Female","40-59","NH Black",NA,"SBP>=140","Obese","No smoke",0
"4387","Male","59+","NH Black",NA,"SBP>=140","Obese","No smoke",0
"4388","Female","59+","NH Black",NA,"SBP>=140","Obese","No smoke",0
"4389","Male","40-59","NH Asian",NA,"SBP>=140","Obese","No smoke",0
"4390","Female","40-59","NH Asian",NA,"SBP>=140","Obese","No smoke",0
"4391","Male","59+","NH Asian",NA,"SBP>=140","Obese","No smoke",0
"4392","Female","59+","NH Asian",NA,"SBP>=140","Obese","No smoke",0
"4393","Male","40-59","Hispanic",NA,"SBP>=140","Obese","No smoke",0
"4394","Female","40-59","Hispanic",NA,"SBP>=140","Obese","No smoke",0
"4395","Male","59+","Hispanic",NA,"SBP>=140","Obese","No smoke",0
"4396","Female","59+","Hispanic",NA,"SBP>=140","Obese","No smoke",0
"4397","Male","40-59","Other",NA,"SBP>=140","Obese","No smoke",0
"4398","Female","40-59","Other",NA,"SBP>=140","Obese","No smoke",0
"4399","Male","59+","Other",NA,"SBP>=140","Obese","No smoke",0
"4400","Female","59+","Other",NA,"SBP>=140","Obese","No smoke",0
"4401","Male","40-59","NH White","<HSG",NA,"Obese","No smoke",0
"4402","Female","40-59","NH White","<HSG",NA,"Obese","No smoke",0
"4403","Male","59+","NH White","<HSG",NA,"Obese","No smoke",0
"4404","Female","59+","NH White","<HSG",NA,"Obese","No smoke",0
"4405","Male","40-59","NH Black","<HSG",NA,"Obese","No smoke",0
"4406","Female","40-59","NH Black","<HSG",NA,"Obese","No smoke",0
"4407","Male","59+","NH Black","<HSG",NA,"Obese","No smoke",0
"4408","Female","59+","NH Black","<HSG",NA,"Obese","No smoke",0
"4409","Male","40-59","NH Asian","<HSG",NA,"Obese","No smoke",0
"4410","Female","40-59","NH Asian","<HSG",NA,"Obese","No smoke",0
"4411","Male","59+","NH Asian","<HSG",NA,"Obese","No smoke",0
"4412","Female","59+","NH Asian","<HSG",NA,"Obese","No smoke",0
"4413","Male","40-59","Hispanic","<HSG",NA,"Obese","No smoke",0
"4414","Female","40-59","Hispanic","<HSG",NA,"Obese","No smoke",0
"4415","Male","59+","Hispanic","<HSG",NA,"Obese","No smoke",0
"4416","Female","59+","Hispanic","<HSG",NA,"Obese","No smoke",14757
"4417","Male","40-59","Other","<HSG",NA,"Obese","No smoke",0
"4418","Female","40-59","Other","<HSG",NA,"Obese","No smoke",0
"4419","Male","59+","Other","<HSG",NA,"Obese","No smoke",0
"4420","Female","59+","Other","<HSG",NA,"Obese","No smoke",0
"4421","Male","40-59","NH White","HSG/GED",NA,"Obese","No smoke",0
"4422","Female","40-59","NH White","HSG/GED",NA,"Obese","No smoke",0
"4423","Male","59+","NH White","HSG/GED",NA,"Obese","No smoke",0
"4424","Female","59+","NH White","HSG/GED",NA,"Obese","No smoke",241667
"4425","Male","40-59","NH Black","HSG/GED",NA,"Obese","No smoke",0
"4426","Female","40-59","NH Black","HSG/GED",NA,"Obese","No smoke",0
"4427","Male","59+","NH Black","HSG/GED",NA,"Obese","No smoke",0
"4428","Female","59+","NH Black","HSG/GED",NA,"Obese","No smoke",0
"4429","Male","40-59","NH Asian","HSG/GED",NA,"Obese","No smoke",0
"4430","Female","40-59","NH Asian","HSG/GED",NA,"Obese","No smoke",0
"4431","Male","59+","NH Asian","HSG/GED",NA,"Obese","No smoke",0
"4432","Female","59+","NH Asian","HSG/GED",NA,"Obese","No smoke",0
"4433","Male","40-59","Hispanic","HSG/GED",NA,"Obese","No smoke",0
"4434","Female","40-59","Hispanic","HSG/GED",NA,"Obese","No smoke",0
"4435","Male","59+","Hispanic","HSG/GED",NA,"Obese","No smoke",0
"4436","Female","59+","Hispanic","HSG/GED",NA,"Obese","No smoke",0
"4437","Male","40-59","Other","HSG/GED",NA,"Obese","No smoke",0
"4438","Female","40-59","Other","HSG/GED",NA,"Obese","No smoke",0
"4439","Male","59+","Other","HSG/GED",NA,"Obese","No smoke",0
"4440","Female","59+","Other","HSG/GED",NA,"Obese","No smoke",0
"4441","Male","40-59","NH White","Some college/TS",NA,"Obese","No smoke",0
"4442","Female","40-59","NH White","Some college/TS",NA,"Obese","No smoke",0
"4443","Male","59+","NH White","Some college/TS",NA,"Obese","No smoke",56503
"4444","Female","59+","NH White","Some college/TS",NA,"Obese","No smoke",0
"4445","Male","40-59","NH Black","Some college/TS",NA,"Obese","No smoke",0
"4446","Female","40-59","NH Black","Some college/TS",NA,"Obese","No smoke",0
"4447","Male","59+","NH Black","Some college/TS",NA,"Obese","No smoke",12818
"4448","Female","59+","NH Black","Some college/TS",NA,"Obese","No smoke",0
"4449","Male","40-59","NH Asian","Some college/TS",NA,"Obese","No smoke",0
"4450","Female","40-59","NH Asian","Some college/TS",NA,"Obese","No smoke",0
"4451","Male","59+","NH Asian","Some college/TS",NA,"Obese","No smoke",0
"4452","Female","59+","NH Asian","Some college/TS",NA,"Obese","No smoke",0
"4453","Male","40-59","Hispanic","Some college/TS",NA,"Obese","No smoke",0
"4454","Female","40-59","Hispanic","Some college/TS",NA,"Obese","No smoke",0
"4455","Male","59+","Hispanic","Some college/TS",NA,"Obese","No smoke",0
"4456","Female","59+","Hispanic","Some college/TS",NA,"Obese","No smoke",0
"4457","Male","40-59","Other","Some college/TS",NA,"Obese","No smoke",0
"4458","Female","40-59","Other","Some college/TS",NA,"Obese","No smoke",58271
"4459","Male","59+","Other","Some college/TS",NA,"Obese","No smoke",0
"4460","Female","59+","Other","Some college/TS",NA,"Obese","No smoke",0
"4461","Male","40-59","NH White",">=College grad",NA,"Obese","No smoke",0
"4462","Female","40-59","NH White",">=College grad",NA,"Obese","No smoke",0
"4463","Male","59+","NH White",">=College grad",NA,"Obese","No smoke",0
"4464","Female","59+","NH White",">=College grad",NA,"Obese","No smoke",0
"4465","Male","40-59","NH Black",">=College grad",NA,"Obese","No smoke",0
"4466","Female","40-59","NH Black",">=College grad",NA,"Obese","No smoke",0
"4467","Male","59+","NH Black",">=College grad",NA,"Obese","No smoke",0
"4468","Female","59+","NH Black",">=College grad",NA,"Obese","No smoke",0
"4469","Male","40-59","NH Asian",">=College grad",NA,"Obese","No smoke",0
"4470","Female","40-59","NH Asian",">=College grad",NA,"Obese","No smoke",0
"4471","Male","59+","NH Asian",">=College grad",NA,"Obese","No smoke",0
"4472","Female","59+","NH Asian",">=College grad",NA,"Obese","No smoke",0
"4473","Male","40-59","Hispanic",">=College grad",NA,"Obese","No smoke",0
"4474","Female","40-59","Hispanic",">=College grad",NA,"Obese","No smoke",0
"4475","Male","59+","Hispanic",">=College grad",NA,"Obese","No smoke",0
"4476","Female","59+","Hispanic",">=College grad",NA,"Obese","No smoke",0
"4477","Male","40-59","Other",">=College grad",NA,"Obese","No smoke",0
"4478","Female","40-59","Other",">=College grad",NA,"Obese","No smoke",0
"4479","Male","59+","Other",">=College grad",NA,"Obese","No smoke",0
"4480","Female","59+","Other",">=College grad",NA,"Obese","No smoke",19935
"4481","Male","40-59","NH White",NA,NA,"Obese","No smoke",0
"4482","Female","40-59","NH White",NA,NA,"Obese","No smoke",0
"4483","Male","59+","NH White",NA,NA,"Obese","No smoke",0
"4484","Female","59+","NH White",NA,NA,"Obese","No smoke",0
"4485","Male","40-59","NH Black",NA,NA,"Obese","No smoke",0
"4486","Female","40-59","NH Black",NA,NA,"Obese","No smoke",0
"4487","Male","59+","NH Black",NA,NA,"Obese","No smoke",0
"4488","Female","59+","NH Black",NA,NA,"Obese","No smoke",0
"4489","Male","40-59","NH Asian",NA,NA,"Obese","No smoke",0
"4490","Female","40-59","NH Asian",NA,NA,"Obese","No smoke",0
"4491","Male","59+","NH Asian",NA,NA,"Obese","No smoke",0
"4492","Female","59+","NH Asian",NA,NA,"Obese","No smoke",0
"4493","Male","40-59","Hispanic",NA,NA,"Obese","No smoke",0
"4494","Female","40-59","Hispanic",NA,NA,"Obese","No smoke",0
"4495","Male","59+","Hispanic",NA,NA,"Obese","No smoke",0
"4496","Female","59+","Hispanic",NA,NA,"Obese","No smoke",0
"4497","Male","40-59","Other",NA,NA,"Obese","No smoke",0
"4498","Female","40-59","Other",NA,NA,"Obese","No smoke",0
"4499","Male","59+","Other",NA,NA,"Obese","No smoke",0
"4500","Female","59+","Other",NA,NA,"Obese","No smoke",0
"4501","Male","40-59","NH White","<HSG","SBP<120",NA,"No smoke",0
"4502","Female","40-59","NH White","<HSG","SBP<120",NA,"No smoke",0
"4503","Male","59+","NH White","<HSG","SBP<120",NA,"No smoke",0
"4504","Female","59+","NH White","<HSG","SBP<120",NA,"No smoke",0
"4505","Male","40-59","NH Black","<HSG","SBP<120",NA,"No smoke",0
"4506","Female","40-59","NH Black","<HSG","SBP<120",NA,"No smoke",0
"4507","Male","59+","NH Black","<HSG","SBP<120",NA,"No smoke",0
"4508","Female","59+","NH Black","<HSG","SBP<120",NA,"No smoke",0
"4509","Male","40-59","NH Asian","<HSG","SBP<120",NA,"No smoke",0
"4510","Female","40-59","NH Asian","<HSG","SBP<120",NA,"No smoke",0
"4511","Male","59+","NH Asian","<HSG","SBP<120",NA,"No smoke",0
"4512","Female","59+","NH Asian","<HSG","SBP<120",NA,"No smoke",0
"4513","Male","40-59","Hispanic","<HSG","SBP<120",NA,"No smoke",0
"4514","Female","40-59","Hispanic","<HSG","SBP<120",NA,"No smoke",0
"4515","Male","59+","Hispanic","<HSG","SBP<120",NA,"No smoke",0
"4516","Female","59+","Hispanic","<HSG","SBP<120",NA,"No smoke",0
"4517","Male","40-59","Other","<HSG","SBP<120",NA,"No smoke",0
"4518","Female","40-59","Other","<HSG","SBP<120",NA,"No smoke",0
"4519","Male","59+","Other","<HSG","SBP<120",NA,"No smoke",0
"4520","Female","59+","Other","<HSG","SBP<120",NA,"No smoke",0
"4521","Male","40-59","NH White","HSG/GED","SBP<120",NA,"No smoke",0
"4522","Female","40-59","NH White","HSG/GED","SBP<120",NA,"No smoke",0
"4523","Male","59+","NH White","HSG/GED","SBP<120",NA,"No smoke",0
"4524","Female","59+","NH White","HSG/GED","SBP<120",NA,"No smoke",0
"4525","Male","40-59","NH Black","HSG/GED","SBP<120",NA,"No smoke",0
"4526","Female","40-59","NH Black","HSG/GED","SBP<120",NA,"No smoke",0
"4527","Male","59+","NH Black","HSG/GED","SBP<120",NA,"No smoke",0
"4528","Female","59+","NH Black","HSG/GED","SBP<120",NA,"No smoke",0
"4529","Male","40-59","NH Asian","HSG/GED","SBP<120",NA,"No smoke",0
"4530","Female","40-59","NH Asian","HSG/GED","SBP<120",NA,"No smoke",0
"4531","Male","59+","NH Asian","HSG/GED","SBP<120",NA,"No smoke",0
"4532","Female","59+","NH Asian","HSG/GED","SBP<120",NA,"No smoke",0
"4533","Male","40-59","Hispanic","HSG/GED","SBP<120",NA,"No smoke",0
"4534","Female","40-59","Hispanic","HSG/GED","SBP<120",NA,"No smoke",0
"4535","Male","59+","Hispanic","HSG/GED","SBP<120",NA,"No smoke",0
"4536","Female","59+","Hispanic","HSG/GED","SBP<120",NA,"No smoke",0
"4537","Male","40-59","Other","HSG/GED","SBP<120",NA,"No smoke",0
"4538","Female","40-59","Other","HSG/GED","SBP<120",NA,"No smoke",0
"4539","Male","59+","Other","HSG/GED","SBP<120",NA,"No smoke",0
"4540","Female","59+","Other","HSG/GED","SBP<120",NA,"No smoke",0
"4541","Male","40-59","NH White","Some college/TS","SBP<120",NA,"No smoke",0
"4542","Female","40-59","NH White","Some college/TS","SBP<120",NA,"No smoke",0
"4543","Male","59+","NH White","Some college/TS","SBP<120",NA,"No smoke",88484
"4544","Female","59+","NH White","Some college/TS","SBP<120",NA,"No smoke",0
"4545","Male","40-59","NH Black","Some college/TS","SBP<120",NA,"No smoke",0
"4546","Female","40-59","NH Black","Some college/TS","SBP<120",NA,"No smoke",0
"4547","Male","59+","NH Black","Some college/TS","SBP<120",NA,"No smoke",0
"4548","Female","59+","NH Black","Some college/TS","SBP<120",NA,"No smoke",0
"4549","Male","40-59","NH Asian","Some college/TS","SBP<120",NA,"No smoke",0
"4550","Female","40-59","NH Asian","Some college/TS","SBP<120",NA,"No smoke",0
"4551","Male","59+","NH Asian","Some college/TS","SBP<120",NA,"No smoke",0
"4552","Female","59+","NH Asian","Some college/TS","SBP<120",NA,"No smoke",0
"4553","Male","40-59","Hispanic","Some college/TS","SBP<120",NA,"No smoke",0
"4554","Female","40-59","Hispanic","Some college/TS","SBP<120",NA,"No smoke",0
"4555","Male","59+","Hispanic","Some college/TS","SBP<120",NA,"No smoke",0
"4556","Female","59+","Hispanic","Some college/TS","SBP<120",NA,"No smoke",0
"4557","Male","40-59","Other","Some college/TS","SBP<120",NA,"No smoke",0
"4558","Female","40-59","Other","Some college/TS","SBP<120",NA,"No smoke",0
"4559","Male","59+","Other","Some college/TS","SBP<120",NA,"No smoke",0
"4560","Female","59+","Other","Some college/TS","SBP<120",NA,"No smoke",0
"4561","Male","40-59","NH White",">=College grad","SBP<120",NA,"No smoke",0
"4562","Female","40-59","NH White",">=College grad","SBP<120",NA,"No smoke",0
"4563","Male","59+","NH White",">=College grad","SBP<120",NA,"No smoke",0
"4564","Female","59+","NH White",">=College grad","SBP<120",NA,"No smoke",0
"4565","Male","40-59","NH Black",">=College grad","SBP<120",NA,"No smoke",0
"4566","Female","40-59","NH Black",">=College grad","SBP<120",NA,"No smoke",0
"4567","Male","59+","NH Black",">=College grad","SBP<120",NA,"No smoke",0
"4568","Female","59+","NH Black",">=College grad","SBP<120",NA,"No smoke",0
"4569","Male","40-59","NH Asian",">=College grad","SBP<120",NA,"No smoke",0
"4570","Female","40-59","NH Asian",">=College grad","SBP<120",NA,"No smoke",0
"4571","Male","59+","NH Asian",">=College grad","SBP<120",NA,"No smoke",0
"4572","Female","59+","NH Asian",">=College grad","SBP<120",NA,"No smoke",0
"4573","Male","40-59","Hispanic",">=College grad","SBP<120",NA,"No smoke",0
"4574","Female","40-59","Hispanic",">=College grad","SBP<120",NA,"No smoke",0
"4575","Male","59+","Hispanic",">=College grad","SBP<120",NA,"No smoke",0
"4576","Female","59+","Hispanic",">=College grad","SBP<120",NA,"No smoke",0
"4577","Male","40-59","Other",">=College grad","SBP<120",NA,"No smoke",0
"4578","Female","40-59","Other",">=College grad","SBP<120",NA,"No smoke",0
"4579","Male","59+","Other",">=College grad","SBP<120",NA,"No smoke",0
"4580","Female","59+","Other",">=College grad","SBP<120",NA,"No smoke",0
"4581","Male","40-59","NH White",NA,"SBP<120",NA,"No smoke",0
"4582","Female","40-59","NH White",NA,"SBP<120",NA,"No smoke",0
"4583","Male","59+","NH White",NA,"SBP<120",NA,"No smoke",0
"4584","Female","59+","NH White",NA,"SBP<120",NA,"No smoke",0
"4585","Male","40-59","NH Black",NA,"SBP<120",NA,"No smoke",0
"4586","Female","40-59","NH Black",NA,"SBP<120",NA,"No smoke",0
"4587","Male","59+","NH Black",NA,"SBP<120",NA,"No smoke",0
"4588","Female","59+","NH Black",NA,"SBP<120",NA,"No smoke",0
"4589","Male","40-59","NH Asian",NA,"SBP<120",NA,"No smoke",0
"4590","Female","40-59","NH Asian",NA,"SBP<120",NA,"No smoke",0
"4591","Male","59+","NH Asian",NA,"SBP<120",NA,"No smoke",0
"4592","Female","59+","NH Asian",NA,"SBP<120",NA,"No smoke",0
"4593","Male","40-59","Hispanic",NA,"SBP<120",NA,"No smoke",0
"4594","Female","40-59","Hispanic",NA,"SBP<120",NA,"No smoke",0
"4595","Male","59+","Hispanic",NA,"SBP<120",NA,"No smoke",0
"4596","Female","59+","Hispanic",NA,"SBP<120",NA,"No smoke",0
"4597","Male","40-59","Other",NA,"SBP<120",NA,"No smoke",0
"4598","Female","40-59","Other",NA,"SBP<120",NA,"No smoke",0
"4599","Male","59+","Other",NA,"SBP<120",NA,"No smoke",0
"4600","Female","59+","Other",NA,"SBP<120",NA,"No smoke",0
"4601","Male","40-59","NH White","<HSG","SBP 120-129",NA,"No smoke",0
"4602","Female","40-59","NH White","<HSG","SBP 120-129",NA,"No smoke",0
"4603","Male","59+","NH White","<HSG","SBP 120-129",NA,"No smoke",0
"4604","Female","59+","NH White","<HSG","SBP 120-129",NA,"No smoke",0
"4605","Male","40-59","NH Black","<HSG","SBP 120-129",NA,"No smoke",0
"4606","Female","40-59","NH Black","<HSG","SBP 120-129",NA,"No smoke",0
"4607","Male","59+","NH Black","<HSG","SBP 120-129",NA,"No smoke",0
"4608","Female","59+","NH Black","<HSG","SBP 120-129",NA,"No smoke",0
"4609","Male","40-59","NH Asian","<HSG","SBP 120-129",NA,"No smoke",0
"4610","Female","40-59","NH Asian","<HSG","SBP 120-129",NA,"No smoke",0
"4611","Male","59+","NH Asian","<HSG","SBP 120-129",NA,"No smoke",0
"4612","Female","59+","NH Asian","<HSG","SBP 120-129",NA,"No smoke",0
"4613","Male","40-59","Hispanic","<HSG","SBP 120-129",NA,"No smoke",0
"4614","Female","40-59","Hispanic","<HSG","SBP 120-129",NA,"No smoke",0
"4615","Male","59+","Hispanic","<HSG","SBP 120-129",NA,"No smoke",0
"4616","Female","59+","Hispanic","<HSG","SBP 120-129",NA,"No smoke",0
"4617","Male","40-59","Other","<HSG","SBP 120-129",NA,"No smoke",0
"4618","Female","40-59","Other","<HSG","SBP 120-129",NA,"No smoke",0
"4619","Male","59+","Other","<HSG","SBP 120-129",NA,"No smoke",0
"4620","Female","59+","Other","<HSG","SBP 120-129",NA,"No smoke",0
"4621","Male","40-59","NH White","HSG/GED","SBP 120-129",NA,"No smoke",0
"4622","Female","40-59","NH White","HSG/GED","SBP 120-129",NA,"No smoke",0
"4623","Male","59+","NH White","HSG/GED","SBP 120-129",NA,"No smoke",0
"4624","Female","59+","NH White","HSG/GED","SBP 120-129",NA,"No smoke",0
"4625","Male","40-59","NH Black","HSG/GED","SBP 120-129",NA,"No smoke",0
"4626","Female","40-59","NH Black","HSG/GED","SBP 120-129",NA,"No smoke",0
"4627","Male","59+","NH Black","HSG/GED","SBP 120-129",NA,"No smoke",0
"4628","Female","59+","NH Black","HSG/GED","SBP 120-129",NA,"No smoke",0
"4629","Male","40-59","NH Asian","HSG/GED","SBP 120-129",NA,"No smoke",0
"4630","Female","40-59","NH Asian","HSG/GED","SBP 120-129",NA,"No smoke",0
"4631","Male","59+","NH Asian","HSG/GED","SBP 120-129",NA,"No smoke",0
"4632","Female","59+","NH Asian","HSG/GED","SBP 120-129",NA,"No smoke",0
"4633","Male","40-59","Hispanic","HSG/GED","SBP 120-129",NA,"No smoke",0
"4634","Female","40-59","Hispanic","HSG/GED","SBP 120-129",NA,"No smoke",0
"4635","Male","59+","Hispanic","HSG/GED","SBP 120-129",NA,"No smoke",0
"4636","Female","59+","Hispanic","HSG/GED","SBP 120-129",NA,"No smoke",0
"4637","Male","40-59","Other","HSG/GED","SBP 120-129",NA,"No smoke",0
"4638","Female","40-59","Other","HSG/GED","SBP 120-129",NA,"No smoke",0
"4639","Male","59+","Other","HSG/GED","SBP 120-129",NA,"No smoke",0
"4640","Female","59+","Other","HSG/GED","SBP 120-129",NA,"No smoke",0
"4641","Male","40-59","NH White","Some college/TS","SBP 120-129",NA,"No smoke",0
"4642","Female","40-59","NH White","Some college/TS","SBP 120-129",NA,"No smoke",0
"4643","Male","59+","NH White","Some college/TS","SBP 120-129",NA,"No smoke",0
"4644","Female","59+","NH White","Some college/TS","SBP 120-129",NA,"No smoke",0
"4645","Male","40-59","NH Black","Some college/TS","SBP 120-129",NA,"No smoke",0
"4646","Female","40-59","NH Black","Some college/TS","SBP 120-129",NA,"No smoke",0
"4647","Male","59+","NH Black","Some college/TS","SBP 120-129",NA,"No smoke",0
"4648","Female","59+","NH Black","Some college/TS","SBP 120-129",NA,"No smoke",0
"4649","Male","40-59","NH Asian","Some college/TS","SBP 120-129",NA,"No smoke",0
"4650","Female","40-59","NH Asian","Some college/TS","SBP 120-129",NA,"No smoke",0
"4651","Male","59+","NH Asian","Some college/TS","SBP 120-129",NA,"No smoke",0
"4652","Female","59+","NH Asian","Some college/TS","SBP 120-129",NA,"No smoke",0
"4653","Male","40-59","Hispanic","Some college/TS","SBP 120-129",NA,"No smoke",0
"4654","Female","40-59","Hispanic","Some college/TS","SBP 120-129",NA,"No smoke",0
"4655","Male","59+","Hispanic","Some college/TS","SBP 120-129",NA,"No smoke",0
"4656","Female","59+","Hispanic","Some college/TS","SBP 120-129",NA,"No smoke",0
"4657","Male","40-59","Other","Some college/TS","SBP 120-129",NA,"No smoke",0
"4658","Female","40-59","Other","Some college/TS","SBP 120-129",NA,"No smoke",0
"4659","Male","59+","Other","Some college/TS","SBP 120-129",NA,"No smoke",0
"4660","Female","59+","Other","Some college/TS","SBP 120-129",NA,"No smoke",0
"4661","Male","40-59","NH White",">=College grad","SBP 120-129",NA,"No smoke",0
"4662","Female","40-59","NH White",">=College grad","SBP 120-129",NA,"No smoke",0
"4663","Male","59+","NH White",">=College grad","SBP 120-129",NA,"No smoke",0
"4664","Female","59+","NH White",">=College grad","SBP 120-129",NA,"No smoke",0
"4665","Male","40-59","NH Black",">=College grad","SBP 120-129",NA,"No smoke",0
"4666","Female","40-59","NH Black",">=College grad","SBP 120-129",NA,"No smoke",0
"4667","Male","59+","NH Black",">=College grad","SBP 120-129",NA,"No smoke",0
"4668","Female","59+","NH Black",">=College grad","SBP 120-129",NA,"No smoke",0
"4669","Male","40-59","NH Asian",">=College grad","SBP 120-129",NA,"No smoke",0
"4670","Female","40-59","NH Asian",">=College grad","SBP 120-129",NA,"No smoke",0
"4671","Male","59+","NH Asian",">=College grad","SBP 120-129",NA,"No smoke",0
"4672","Female","59+","NH Asian",">=College grad","SBP 120-129",NA,"No smoke",0
"4673","Male","40-59","Hispanic",">=College grad","SBP 120-129",NA,"No smoke",0
"4674","Female","40-59","Hispanic",">=College grad","SBP 120-129",NA,"No smoke",0
"4675","Male","59+","Hispanic",">=College grad","SBP 120-129",NA,"No smoke",0
"4676","Female","59+","Hispanic",">=College grad","SBP 120-129",NA,"No smoke",0
"4677","Male","40-59","Other",">=College grad","SBP 120-129",NA,"No smoke",0
"4678","Female","40-59","Other",">=College grad","SBP 120-129",NA,"No smoke",0
"4679","Male","59+","Other",">=College grad","SBP 120-129",NA,"No smoke",0
"4680","Female","59+","Other",">=College grad","SBP 120-129",NA,"No smoke",0
"4681","Male","40-59","NH White",NA,"SBP 120-129",NA,"No smoke",0
"4682","Female","40-59","NH White",NA,"SBP 120-129",NA,"No smoke",0
"4683","Male","59+","NH White",NA,"SBP 120-129",NA,"No smoke",0
"4684","Female","59+","NH White",NA,"SBP 120-129",NA,"No smoke",0
"4685","Male","40-59","NH Black",NA,"SBP 120-129",NA,"No smoke",0
"4686","Female","40-59","NH Black",NA,"SBP 120-129",NA,"No smoke",0
"4687","Male","59+","NH Black",NA,"SBP 120-129",NA,"No smoke",0
"4688","Female","59+","NH Black",NA,"SBP 120-129",NA,"No smoke",0
"4689","Male","40-59","NH Asian",NA,"SBP 120-129",NA,"No smoke",0
"4690","Female","40-59","NH Asian",NA,"SBP 120-129",NA,"No smoke",0
"4691","Male","59+","NH Asian",NA,"SBP 120-129",NA,"No smoke",0
"4692","Female","59+","NH Asian",NA,"SBP 120-129",NA,"No smoke",0
"4693","Male","40-59","Hispanic",NA,"SBP 120-129",NA,"No smoke",0
"4694","Female","40-59","Hispanic",NA,"SBP 120-129",NA,"No smoke",0
"4695","Male","59+","Hispanic",NA,"SBP 120-129",NA,"No smoke",0
"4696","Female","59+","Hispanic",NA,"SBP 120-129",NA,"No smoke",0
"4697","Male","40-59","Other",NA,"SBP 120-129",NA,"No smoke",0
"4698","Female","40-59","Other",NA,"SBP 120-129",NA,"No smoke",0
"4699","Male","59+","Other",NA,"SBP 120-129",NA,"No smoke",0
"4700","Female","59+","Other",NA,"SBP 120-129",NA,"No smoke",0
"4701","Male","40-59","NH White","<HSG","SBP 130-139",NA,"No smoke",0
"4702","Female","40-59","NH White","<HSG","SBP 130-139",NA,"No smoke",0
"4703","Male","59+","NH White","<HSG","SBP 130-139",NA,"No smoke",0
"4704","Female","59+","NH White","<HSG","SBP 130-139",NA,"No smoke",0
"4705","Male","40-59","NH Black","<HSG","SBP 130-139",NA,"No smoke",0
"4706","Female","40-59","NH Black","<HSG","SBP 130-139",NA,"No smoke",0
"4707","Male","59+","NH Black","<HSG","SBP 130-139",NA,"No smoke",0
"4708","Female","59+","NH Black","<HSG","SBP 130-139",NA,"No smoke",0
"4709","Male","40-59","NH Asian","<HSG","SBP 130-139",NA,"No smoke",0
"4710","Female","40-59","NH Asian","<HSG","SBP 130-139",NA,"No smoke",0
"4711","Male","59+","NH Asian","<HSG","SBP 130-139",NA,"No smoke",0
"4712","Female","59+","NH Asian","<HSG","SBP 130-139",NA,"No smoke",0
"4713","Male","40-59","Hispanic","<HSG","SBP 130-139",NA,"No smoke",0
"4714","Female","40-59","Hispanic","<HSG","SBP 130-139",NA,"No smoke",0
"4715","Male","59+","Hispanic","<HSG","SBP 130-139",NA,"No smoke",9210
"4716","Female","59+","Hispanic","<HSG","SBP 130-139",NA,"No smoke",0
"4717","Male","40-59","Other","<HSG","SBP 130-139",NA,"No smoke",0
"4718","Female","40-59","Other","<HSG","SBP 130-139",NA,"No smoke",0
"4719","Male","59+","Other","<HSG","SBP 130-139",NA,"No smoke",0
"4720","Female","59+","Other","<HSG","SBP 130-139",NA,"No smoke",0
"4721","Male","40-59","NH White","HSG/GED","SBP 130-139",NA,"No smoke",0
"4722","Female","40-59","NH White","HSG/GED","SBP 130-139",NA,"No smoke",0
"4723","Male","59+","NH White","HSG/GED","SBP 130-139",NA,"No smoke",40373
"4724","Female","59+","NH White","HSG/GED","SBP 130-139",NA,"No smoke",0
"4725","Male","40-59","NH Black","HSG/GED","SBP 130-139",NA,"No smoke",0
"4726","Female","40-59","NH Black","HSG/GED","SBP 130-139",NA,"No smoke",0
"4727","Male","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke",14068
"4728","Female","59+","NH Black","HSG/GED","SBP 130-139",NA,"No smoke",0
"4729","Male","40-59","NH Asian","HSG/GED","SBP 130-139",NA,"No smoke",0
"4730","Female","40-59","NH Asian","HSG/GED","SBP 130-139",NA,"No smoke",0
"4731","Male","59+","NH Asian","HSG/GED","SBP 130-139",NA,"No smoke",0
"4732","Female","59+","NH Asian","HSG/GED","SBP 130-139",NA,"No smoke",0
"4733","Male","40-59","Hispanic","HSG/GED","SBP 130-139",NA,"No smoke",0
"4734","Female","40-59","Hispanic","HSG/GED","SBP 130-139",NA,"No smoke",0
"4735","Male","59+","Hispanic","HSG/GED","SBP 130-139",NA,"No smoke",0
"4736","Female","59+","Hispanic","HSG/GED","SBP 130-139",NA,"No smoke",0
"4737","Male","40-59","Other","HSG/GED","SBP 130-139",NA,"No smoke",0
"4738","Female","40-59","Other","HSG/GED","SBP 130-139",NA,"No smoke",0
"4739","Male","59+","Other","HSG/GED","SBP 130-139",NA,"No smoke",0
"4740","Female","59+","Other","HSG/GED","SBP 130-139",NA,"No smoke",0
